msa_name,msa_code,5-Year Household Growth,1-Year Household Growth,Population,5-Year Population Growth,1-Year Population Growth,Vacancy_Rate,ACS_1_Year_Median_Price,5-Year Price Growth,ACS_1_Year_Median_Rent,5-Year Rent Growth,ACS_1_Year_Rent-Price_Ratio,Total_Units,msa_name_original,Population_Size_Category,msa_code_bls,Jobs,5-Year Job Growth,Income,5-Year Income Growth,Unemployment_Rate,permit_data_for_year,sfh_permits,duplex_unit_permits,small_multifamily_unit_permits,commercial_multifamily_unit_permits,total_unit_permits,percent_sfh,percent_duplex,percent_small_multi,percent_large_multi,Permits_as_Percent_of_Total_Units,housecanary_median_price,housecanary_median_rent,hc_median_rent_upper_bound,housecanary_rentpriceratio,1-Year Price Forecast,1-Year Rent Forecast,state,metro_or_micro_area,median_prop_taxes_by_msa,insurance,1-Year_HH_Growth_Minus_Percent_New_Supply,Median_Prop_Tax_Rate,Normalized Total Employment,5-Year Job Growth x Normalized,RANK_5-Year Household Growth,RANK_5-Year Population Growth,RANK_5-Year Job Growth,RANK_5-Year Job Growth x Normalized,RANK_Income,RANK_5-Year Income Growth,RANK_Unemployment_Rate,RANK_Permits_as_Percent_of_Total_Units,RANK_1-Year_HH_Growth_Minus_Percent_New_Supply,RANK_ACS_1_Year_Rent-Price_Ratio,RANK_housecanary_rentpriceratio,RANK_1-Year Price Forecast,RANK_ACS_1_Year_Median_Price,RANK_insurance,RANK_Median_Prop_Tax_Rate,RANK_Vacancy_Rate
"Bremerton, WA",14740,0.05520281835914175,0.010040294540708917,275411.0,0.06376133146390733,0.008565506533075525,0.0693320459931537,564600.0,0.5536598789212989,1657.0,0.43961772371850566,0.2934821112291888,113930.0,"Bremerton-Silverdale-Port Orchard, WA",3,14740,97000.0,0.015706806282722585,58627.92,0.2875251233327243,4.6,2023.0,1006.0,2.0,6.0,1246.0,2258.0,44.552701505757305,0.0885739592559787,0.2657218777679362,55.18157661647476,0.019819187220222943,529500.0,2580.0,3078.0,0.004872521246458924,0.030185739821846358,0.007175472928897753,WA,Metropolitan Statistical Area,3538.0,2017.0,-0.009778892679514026,0.006266383280198371,0.00805890935440596,0.012657972807967535,210,291,140,145,283,289,113,52,15,73,68,109,28,323,222,283
"Fresno, CA",23420,0.045907670626830155,0.011676010268185107,1165523.0,0.03504887856376592,0.005234360310973959,0.0693074649877939,396000.0,0.44314868804664725,1134.0,0.35808383233532937,0.2863636363636364,389150.0,"Fresno, CA",5,23420,396800.0,0.08533916849015322,56756.96,0.32339104709248767,7.6,2023.0,2376.0,2.0,14.0,764.0,3154.0,75.33291058972733,0.0634115409004438,0.4438807863031072,24.22320862396956,0.008104843890530644,380600.0,2037.0,2517.0,0.005352075669994745,0.026466930896687613,0.0036443148688045657,CA,Metropolitan Statistical Area,2370.0,1772.0,0.003571166377654462,0.005984848484848485,0.03741566542306826,0.31930217757104223,178,213,292,322,247,315,9,185,201,61,106,82,78,359,238,284
"Allentown, PA",10900,0.04756790367711484,0.0075267907842118615,863166.0,0.03647498168806062,0.0060244965891489135,0.0691075514874141,309300.0,0.4129739607126542,1152.0,0.2914798206278027,0.37245392822502427,358340.0,"Allentown-Bethlehem-Easton, PA-NJ",4,10900,402900.0,0.055264536406495646,57795.92,0.2459196484620212,4.3,2023.0,1329.0,24.0,28.0,378.0,1735.0,76.59942363112393,1.38328530259366,1.6138328530259367,21.786743515850144,0.004841770385667243,348500.0,2021.0,2608.0,0.005799139167862267,0.05616960779819502,0.0022091310751104487,PA,Metropolitan Statistical Area,7538.0,2130.0,0.002685020398544618,0.024371160685418686,0.03801298434241062,0.21007699571107008,188,217,227,307,268,237,151,258,180,227,144,289,135,291,2,285
"San Francisco, CA",41860,0.02324591275597789,0.003830125348497717,4692242.0,0.010862549603388326,-0.007055635874846368,0.0690296017888679,1105100.0,0.21399538613643854,2246.0,0.20817643894566973,0.2032395258347661,1851003.0,"San Francisco-Oakland-Fremont, CA",5,41860,2469200.0,-0.01081644099030521,84175.52,0.13383951585789533,4.7,2023.0,3015.0,70.0,163.0,4352.0,7530.0,40.0398406374502,0.9296148738379814,2.164674634794157,57.79548472775564,0.004068064719506127,1303900.0,3626.0,4943.0,0.002780888104916021,0.026582250431082644,0.0039898440333694385,CA,Metropolitan Statistical Area,9431.0,1772.0,-0.00023793937100841014,0.008534069314994118,0.24034742418456176,-0.25997037308641674,89,123,55,1,367,106,96,287,109,4,3,84,2,348,148,286
"Springfield, MA",44140,0.024864333178711347,0.0003873241357489267,464575.0,-0.009831879758220585,-0.0036245482719054617,0.0689338281960021,302100.0,0.27146464646464646,965.0,0.20324189526184538,0.319430652101953,196957.0,"Springfield, MA",3,78100,332000.0,-0.031222643711701248,57203.119999999995,0.10595473875757788,5.0,2023.0,417.0,20.0,24.0,267.0,708.0,58.898305084745765,2.824858757062147,3.389830508474576,37.71186440677966,0.0035946932579192415,355900.0,2163.0,2846.0,0.006077549873559989,0.04265380435500843,0.03729024238657552,MA,Metropolitan Statistical Area,3833.0,1998.0,-0.003207369122170315,0.012687851704733532,0.031070375919234648,-0.09700992773148856,94,52,16,6,253,80,73,297,59,108,178,205,145,327,78,287
"Dallas, TX",19100,0.11729971473863864,0.02459946819788445,7673379.0,0.08991488629750778,0.017238915387613445,0.0688173008229729,373900.0,0.5657453936348409,1438.0,0.4539939332659252,0.38459481144691093,2963281.0,"Dallas-Fort Worth-Arlington, TX",5,19100,4317900.0,0.13524385434468256,66594.32,0.24477318896221933,4.1,2023.0,44366.0,926.0,1348.0,22315.0,68029.0,65.21630481118346,1.3611842008555175,1.9815078863425892,32.802187302473946,0.022957323318308322,361600.0,2225.0,2668.0,0.00615320796460177,0.015222189833928423,-0.012841091492776902,TX,Metropolitan Statistical Area,6658.0,4643.0,0.0016421448795761288,0.01780690024070607,0.42137422519902473,5.698827433742037,327,333,348,368,345,233,181,38,147,250,187,28,89,56,22,288
"Lansing, MI",29620,0.034135289675261624,0.006541987378059665,470861.0,-0.0026075425976292755,-0.005630090786797796,0.0687005100801554,219100.0,0.3797229219143577,879.0,0.1910569105691057,0.40118667275216796,205850.0,"Lansing-East Lansing, MI",3,29620,244400.0,0.0204592901878915,61545.64,0.286055785550521,4.4,2023.0,493.0,30.0,46.0,410.0,949.0,51.949420442571125,3.161222339304531,4.847207586933615,43.20337197049526,0.004610153024046636,244700.0,1505.0,2054.0,0.006150388230486309,0.06567710167671903,,MI,Metropolitan Statistical Area,3084.0,2956.0,0.0019318343540130293,0.014075764491099955,0.02249248455294106,0.046018026851528816,134,70,147,210,318,286,134,267,155,281,185,331,259,201,56,289
"La Crosse, WI",29100,0.045001860811313736,0.009462180040264596,169853.0,0.01910373254774433,0.00021788288500494652,0.068695606028444,265200.0,0.4296495956873315,846.0,0.19322990126939352,0.3190045248868778,75376.0,"La Crosse-Onalaska, WI-MN",2,29100,80600.0,0.045395590142671916,48761.44,-0.08962758727816389,2.3,2023.0,205.0,72.0,72.0,195.0,472.0,43.432203389830505,15.254237288135592,15.254237288135592,41.313559322033896,0.006261940140097644,270000.0,2323.0,2676.0,0.008603703703703704,0.05627664371796848,,WI,Metropolitan Statistical Area,3598.0,2038.0,0.003200239900166952,0.013567119155354449,0.006453002751583874,0.029293786810043566,176,148,214,184,113,10,359,227,193,106,304,290,186,306,63,290
"Grand Junction, CO",24300,0.04187444271985734,0.01808735498652726,156131.0,0.04928157636527373,0.009348029867149369,0.0680864890411768,373200.0,0.6296943231441048,998.0,0.30971128608923887,0.26741693461950694,67708.0,"Grand Junction, CO",2,24300,67400.0,0.025875190258751957,51392.119999999995,0.2829196739186872,4.4,2023.0,527.0,8.0,12.0,707.0,1246.0,42.29534510433387,0.6420545746388443,0.9630818619582664,56.741573033707866,0.018402552135641282,,,,,0.04434967185436167,,CO,Metropolitan Statistical Area,1139.0,4662.0,-0.0003151971491140229,0.0030519828510182207,0.005160443778580731,0.013352746459036927,161,255,162,147,150,282,136,62,107,39,335,220,91,43,357,291
"Santa Maria, CA",42200,0.02789292782001875,0.003974336367212403,445213.0,0.005004559860585648,-0.0054462069782040025,0.067849653982507,780700.0,0.240387670797585,1885.0,0.20678617157490398,0.24144998078647367,158807.0,"Santa Maria-Santa Barbara, CA",3,42200,192000.0,0.02673796791443861,61102.08,0.21375890920359475,4.6,2023.0,360.0,22.0,31.0,80.0,471.0,76.43312101910828,4.670912951167728,6.581740976645436,16.985138004246284,0.0029658642251286153,961000.0,3216.0,4348.0,0.0033465140478668052,0.047014751420360934,-0.04114285714285715,CA,Metropolitan Statistical Area,4276.0,1772.0,0.0010084721420837877,0.005477135903676188,0.017361417114655855,0.04642090137608536,107,99,164,212,315,192,107,311,137,20,7,235,12,356,268,292
"Columbus, OH",18140,0.08847386993348945,0.013085701316495765,2137223.0,0.05609936279923605,0.006946119633636124,0.0677075102745365,312900.0,0.5907473309608541,1063.0,0.3733850129198966,0.33972515180568874,904907.0,"Columbus, OH",5,18140,1157000.0,0.03822684852835612,57671.119999999995,0.29011469650792154,4.0,2023.0,5364.0,134.0,370.0,5706.0,11440.0,46.88811188811189,1.1713286713286712,3.234265734265734,49.87762237762238,0.012642183119370277,344600.0,1868.0,2449.0,0.005420777713290772,0.06333625561586032,0.027162258756254554,OH,Metropolitan Statistical Area,6125.0,2613.0,0.0004435181971254882,0.019574944071588368,0.1118553117319311,0.4275876058668585,288,276,194,332,267,293,204,117,125,152,108,323,132,229,16,293
"Cheyenne, WY",16940,0.07698910188051084,0.013833798540717888,100316.0,0.0338551596912327,0.004113908212802162,0.067178805559936,357300.0,0.44949290060851926,991.0,0.28367875647668395,0.2773579624965015,44389.0,"Cheyenne, WY",2,16940,49400.0,0.03347280334728042,53521.0,0.3646005966191581,3.4,2023.0,165.0,14.0,114.0,8.0,287.0,57.491289198606275,4.878048780487805,39.721254355400696,2.7874564459930316,0.006465565793327176,,,,,0.01733816578651526,,WY,Metropolitan Statistical Area,1549.0,2490.0,0.007368232747390712,0.004335292471312623,0.0033978633608491723,0.011373601207863368,261,208,181,139,193,337,301,219,285,47,336,33,104,239,319,294
"Fort Wayne, IN",23060,0.05833916784853,0.012955623267428808,447882.0,0.04386799049084044,0.00876596319736931,0.0671702014314874,222700.0,0.6411201179071481,787.0,0.2673107890499195,0.35339021104625057,189593.0,"Fort Wayne, IN",3,23060,237900.0,0.04342105263157903,57032.04,0.21454436729676774,4.1,2023.0,1680.0,44.0,50.0,706.0,2436.0,68.96551724137932,1.80623973727422,2.052545155993432,28.98193760262726,0.012848575633066621,247900.0,1604.0,2052.0,0.0064703509479628885,0.05507499475571054,0.0338078291814945,IN,Metropolitan Statistical Area,1305.0,3620.0,0.00010704763436218678,0.0058599012123933545,0.02185599717987133,0.09490104038628358,221,245,206,265,251,194,179,110,116,189,226,284,250,134,244,295
"Lebanon, PA",30140,0.04629489316563116,0.008729318090507324,143258.0,0.04099813975119172,0.005418076161868534,0.0671643051356965,235400.0,0.32247191011235954,981.0,0.29078947368421054,0.4167374681393373,59213.0,"Lebanon, PA",2,30140,58000.0,0.07208872458410354,42691.48,0.0457272414627623,3.6,2023.0,216.0,4.0,4.0,39.0,259.0,83.3976833976834,1.5444015444015444,1.5444015444015444,15.057915057915055,0.004374039484572645,273000.0,1574.0,2211.0,0.0057655677655677655,0.05490922275422716,,PA,Metropolitan Statistical Area,2913.0,2130.0,0.004355278605934679,0.012374681393372982,0.004239985115987583,0.030565511926712717,182,234,262,187,47,42,284,276,223,304,139,283,229,290,89,296
"Medford, OR",32780,0.042705493358083414,0.004571517989873361,222604.0,0.04967227802140803,0.004249713527803593,0.0665725027522173,431500.0,0.4696866485013624,1209.0,0.40418118466898956,0.2801853997682503,96286.0,"Medford, OR",2,32780,90700.0,0.0,59567.04,0.395954179868389,4.7,2023.0,653.0,14.0,63.0,668.0,1384.0,47.18208092485549,1.0115606936416186,4.5520231213872835,48.26589595375722,0.014373844587998254,386300.0,2845.0,3554.0,0.007364742428164639,0.023685665732528394,,OR,Metropolitan Statistical Area,2765.0,2185.0,-0.009802326598124893,0.006407879490150637,0.007442006208199916,0.0,169,256,93,93,298,345,105,100,14,53,273,62,62,273,216,297
"Dover, DE",20100,0.08399993688960414,0.029751199040767385,182400.0,0.053452308758554966,0.012894412421284111,0.066508152173913,325200.0,0.42319474835886217,1131.0,0.3692493946731235,0.3477859778597786,73600.0,"Dover, DE",2,20100,74100.0,0.04366197183098586,38760.8,-0.11307306973811015,5.6,2023.0,879.0,28.0,28.0,198.0,1105.0,79.5475113122172,2.5339366515837103,2.5339366515837103,17.918552036199095,0.01501358695652174,343200.0,1822.0,2358.0,0.005308857808857809,0.028229546217974688,0.019434628975264934,DE,Metropolitan Statistical Area,1234.0,1729.0,0.014737612084245646,0.003794587945879459,0.005816515378514145,0.025396053061118064,278,267,208,179,20,4,36,96,347,170,102,89,121,363,338,298
"Richmond, VA",40060,0.09674866101364026,0.020154588914285263,1316145.0,0.05517745632439444,0.009923941768492003,0.0661481059887434,357600.0,0.45306785859406745,1303.0,0.3995703544575725,0.3643736017897092,553455.0,"Richmond, VA",5,40060,729700.0,0.06478914344082876,60151.0,0.2885995009357454,3.6,2023.0,4590.0,224.0,232.0,5151.0,9973.0,46.02426551689562,2.246064373809285,2.326280958588188,51.6494535245162,0.018019531849924563,364600.0,2149.0,2661.0,0.005894130554031816,0.06409315528946369,0.02970297029702973,VA,Metropolitan Statistical Area,2500.0,2694.0,0.0021350570643607,0.006991051454138702,0.07001361103767026,0.453612188833001,299,268,247,338,307,291,280,65,164,213,157,326,102,227,190,299
"San Diego, CA",41740,0.033657180327396986,0.00812177219209772,3289701.0,0.0018381899493401428,-0.0020070885172754926,0.0659910318129246,864900.0,0.42675684592543717,2139.0,0.35551330798479086,0.24731182795698925,1230349.0,"San Diego-Chula Vista-Carlsbad, CA",5,41740,1564100.0,0.04349856561478416,69704.44,0.25913018974262636,5.0,2023.0,3049.0,208.0,468.0,7952.0,11469.0,26.58470660040108,1.8135844450257217,4.080565001307874,69.33472839829105,0.009321745293408618,964500.0,3573.0,4414.0,0.0037045101088646966,0.05309651942580862,0.009184423218221882,CA,Metropolitan Statistical Area,4697.0,1772.0,-0.0011999731013108972,0.0054306856283963464,0.15171900551295986,0.6599559116315283,131,89,207,346,355,251,77,166,89,26,12,276,7,337,270,300
"Philadelphia, PA",37980,0.07382078580110417,0.011911313322237741,6232894.0,0.02757332939420777,0.002843341718123665,0.0658676809559416,356700.0,0.391185647425897,1261.0,0.29866117404737386,0.3535183627698346,2590451.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5,37980,3130100.0,0.047521836618587,63372.92,0.17778207296448412,4.6,2023.0,6255.0,218.0,638.0,5126.0,12019.0,52.042599217904986,1.8137948248606373,5.308261918628838,42.64913886346618,0.004639732617988142,366600.0,2138.0,2803.0,0.005831969448990726,0.06022079380948209,0.04734848484848486,PA,Metropolitan Statistical Area,7388.0,2130.0,0.007271580704249599,0.020712082982898793,0.3050635018556055,1.4497177893476096,255,176,220,358,329,160,117,263,282,190,146,306,105,286,15,301
"Lewiston, ID",30300,0.042281642720119014,0.01867227855366367,64570.0,0.03688596984246784,0.007253724358474378,0.0655645642483591,332400.0,0.6334152334152334,975.0,0.5046296296296297,0.2933212996389892,28491.0,"Lewiston, ID-WA",1,30300,30900.0,0.08041958041958042,42370.119999999995,0.10027682128147997,3.6,2023.0,128.0,10.0,10.0,0.0,138.0,92.7536231884058,7.246376811594203,7.246376811594203,0.0,0.004843634832052227,,,,,0.04129707347937295,,ID,Metropolitan Statistical Area,2022.0,2449.0,0.013828643721611444,0.006083032490974729,0.0015863223759584031,0.012757137988476669,167,220,286,146,43,72,277,257,344,72,338,196,118,245,233,302
"Athens, GA",12020,0.11469872468316555,0.02093711557433955,216194.0,0.06615050793963902,0.01079079509645325,0.0647579943320018,328000.0,0.6359102244389028,1092.0,0.5555555555555556,0.3329268292682927,89626.0,"Athens-Clarke County, GA",2,12020,105900.0,0.06646525679758297,46340.32,0.19016520426833328,4.2,2023.0,776.0,34.0,67.0,183.0,1026.0,75.63352826510722,3.313840155945419,6.530214424951267,17.83625730994152,0.01144757101733872,349000.0,1814.0,2401.0,0.005197707736389685,0.05119277762880148,0.035313001605136396,GA,Metropolitan Statistical Area,2607.0,2881.0,0.009489544557000832,0.007948170731707317,0.0089304074498399,0.0593561824460657,325,295,251,232,82,174,165,131,316,138,96,262,120,206,164,303
"Milwaukee, WI",33340,0.03331193664456383,0.006997511754360639,1568940.0,-0.00391149519935547,-0.0018094089264173703,0.0646125940632889,308100.0,0.38721296713192255,957.0,0.24934725848563968,0.31061343719571566,693549.0,"Milwaukee-Waukesha, WI",5,33340,857300.0,-0.020004572473708238,63116.04,0.27511582220634745,3.1,2023.0,1408.0,270.0,282.0,1154.0,2844.0,49.50773558368495,9.49367088607595,9.915611814345992,40.57665260196906,0.00410064753896264,350900.0,1822.0,2545.0,0.005192362496437732,0.060606305123192206,,WI,Metropolitan Statistical Area,4259.0,2038.0,0.0028968642153979988,0.013823433950016228,0.08250834777670064,-0.1650544222784932,129,68,36,3,325,271,330,286,187,98,95,308,139,305,57,304
"Fort Collins, CO",22660,0.14060320914622,0.025321164112278284,359363.0,0.08576754810016436,0.013232018496066766,0.0643186261259845,574900.0,0.4433843836304293,1575.0,0.25598086124401914,0.27396068881544616,159083.0,"Fort Collins-Loveland, CO",3,22660,190200.0,0.07701019252548136,60041.280000000006,0.24000171828686812,3.9,2023.0,1289.0,12.0,39.0,1358.0,2686.0,47.98957557706627,0.4467609828741623,1.4519731943410277,50.5584512285927,0.01688426796075005,536100.0,2402.0,3025.0,0.004480507368028353,0.045425820524018556,,CO,Metropolitan Statistical Area,2281.0,4662.0,0.008436896151528234,0.003967646547225604,0.017185159072882702,0.13234324087837196,352,326,278,283,305,227,217,72,298,44,42,226,25,44,329,305
"Sheboygan, WI",43100,0.031620802827568795,0.005825521527763533,117741.0,0.022998592454862982,0.0018123340820910762,0.0637708830548926,239700.0,0.4327555289898386,797.0,0.3044189852700491,0.33249895702962035,52375.0,"Sheboygan, WI",2,43100,63400.0,-0.004709576138147598,57867.16,0.4135841674711651,2.2,2023.0,191.0,18.0,18.0,351.0,560.0,34.107142857142854,3.2142857142857144,3.2142857142857144,62.67857142857143,0.010692124105011934,264100.0,1724.0,3075.5,0.006527830367285119,0.07338858528357184,,WI,Metropolitan Statistical Area,3020.0,2038.0,-0.004866602577248401,0.012599082186065915,0.004768759241307052,-0.002245883473143053,125,163,78,82,270,349,364,146,44,137,232,354,224,312,81,306
"Dubuque, IA",20220,0.0501365689673285,0.011407902058987202,98812.0,0.023205724285758664,0.001266630863234266,0.0637366239726508,231700.0,0.38659485338120886,746.0,0.21103896103896103,0.32196806214933105,42707.0,"Dubuque, IA",1,20220,61200.0,0.0049261083743843415,56295.719999999994,0.22272167696321477,3.3,2023.0,127.0,12.0,12.0,56.0,195.0,65.12820512820512,6.153846153846154,6.153846153846154,28.71794871794872,0.004565996206710844,,,,,0.03301806548905217,,IA,Metropolitan Statistical Area,2654.0,3230.0,0.006841905852276358,0.011454466983167889,0.004553332745806527,0.002243021057047598,193,164,105,101,243,207,312,268,279,117,345,135,239,164,107,307
"Los Angeles, CA",31080,0.025277917046859687,0.006584851432925575,13111917.0,-0.011282326378735257,-0.006865411990615758,0.0635995923233152,867200.0,0.3335383669075811,1845.0,0.2636986301369863,0.21275369003690037,4730219.0,"Los Angeles-Long Beach-Anaheim, CA",5,31080,6282200.0,0.007263223716910572,68764.8,0.16409475435523202,6.2,2023.0,12035.0,1492.0,2078.0,16654.0,30767.0,39.11658595248156,4.849351577989404,6.753989664250658,54.12942438326779,0.006504350010010107,977900.0,3515.0,4368.0,0.003594437059003988,0.04266873178024255,0.016901408450704203,CA,Metropolitan Statistical Area,5304.0,1772.0,8.050142291546759e-05,0.006116236162361624,0.613720709340697,0.445759081164253,97,47,111,336,351,139,20,218,115,6,10,206,6,335,228,308
"Racine, WI",39540,0.04574299312533051,0.0007591093117408907,197068.0,0.010081957550191952,-0.001575648878553443,0.0634065478657273,253200.0,0.35184196476241325,861.0,0.20757363253856942,0.3400473933649289,84455.0,"Racine-Mount Pleasant, WI",2,39540,79300.0,0.010191082802547768,51171.119999999995,0.009551166965888536,3.3,2023.0,156.0,6.0,6.0,362.0,524.0,29.770992366412212,1.1450381679389312,1.1450381679389312,69.08396946564885,0.006204487596945119,267300.0,1654.0,2304.0,0.0061878039655817434,0.0585882428784843,,WI,Metropolitan Statistical Area,3763.0,2038.0,-0.005445378285204228,0.01486176935229068,0.006325705276969929,0.006446578626211391,177,120,121,118,147,28,319,229,34,154,193,301,201,304,42,309
"Des Moines, IA",19780,0.10657370129743592,0.0214707152108217,711490.0,0.0781752442029271,0.013466545875140306,0.0633982853203231,276600.0,0.4162826420890937,979.0,0.24396442185514614,0.353940708604483,303147.0,"Des Moines-West Des Moines, IA",4,19780,391900.0,0.04702110606465393,58461.52,0.1171993004213372,3.4,2023.0,3689.0,46.0,110.0,1201.0,5000.0,73.78,0.92,2.2,24.02,0.016493648296041195,269400.0,1764.0,2253.0,0.0065478841870824055,0.033856801304468886,,IA,Metropolitan Statistical Area,4380.0,3230.0,0.004977066914780507,0.0158351409978308,0.036935851864908005,0.17367646081281848,313,316,218,293,280,88,310,80,241,193,235,137,175,166,34,310
"Mankato, MN",31860,0.04717425431711146,0.016767014709244722,103402.0,0.041896739349482084,0.005171575775250316,0.0632416617905207,279600.0,0.4608150470219436,891.0,0.16318537859007834,0.3186695278969957,42725.0,"Mankato, MN",2,31860,58900.0,0.0034071550255536653,41896.92,0.10164485827966696,3.2,2023.0,156.0,2.0,2.0,403.0,561.0,27.807486631016044,0.35650623885918,0.35650623885918,71.83600713012478,0.01313048566413107,329500.0,2799.0,3600.0,0.008494688922610015,0.020860622069264645,,MN,Metropolitan Statistical Area,2522.0,2999.0,0.003636529045113652,0.00902002861230329,0.004328114136874161,0.0014746555832620663,185,238,103,99,40,75,321,108,204,105,302,50,167,189,141,311
"Hanford, CA",25260,0.029398569033507283,0.007115464584392182,152515.0,0.015527722844796015,0.004134652735257132,0.0624946236559139,348800.0,0.5093033318909563,942.0,0.10693301997649823,0.27006880733944955,46500.0,"Hanford-Corcoran, CA",2,25260,44000.0,0.05011933174224348,45077.76,0.14630276102824502,8.2,2023.0,573.0,10.0,34.0,140.0,747.0,76.70682730923694,1.3386880856760377,4.551539491298527,18.741633199464523,0.016064516129032258,352000.0,1806.0,2204.0,0.005130681818181818,0.0418048267568083,,CA,Metropolitan Statistical Area,1956.0,1772.0,-0.008949051544640076,0.005607798165137614,0.0028690892355297043,0.014379683519361298,113,135,223,153,70,120,7,85,17,41,87,200,111,354,260,312
"Grand Island, NE",24260,0.03554518869238268,0.01180352404925505,76726.0,0.016952297639402494,-0.0004950237090302746,0.0621452894438138,203200.0,0.4091539528432732,788.0,0.26282051282051283,0.38779527559055116,31716.0,"Grand Island, NE",1,24260,45800.0,0.0776470588235294,49780.119999999995,0.36221469634014447,2.5,2023.0,146.0,92.0,127.0,126.0,399.0,36.59147869674185,23.05764411027569,31.829573934837093,31.57894736842105,0.012580401059402195,248000.0,1980.0,2419.0,0.007983870967741936,0.04719885819609382,,NE,Metropolitan Statistical Area,2535.0,5904.0,-0.000776877010147144,0.012475393700787402,0.0030453472773028603,0.023646225917881028,139,141,280,174,123,335,355,118,98,255,297,238,288,6,86,313
"Spokane, WA",44060,0.09159220624008958,0.01813817134932547,585485.0,0.09513824721017841,0.013767154834174265,0.0621007778262908,417000.0,0.7447698744769874,1137.0,0.4595635430038511,0.27266187050359714,247356.0,"Spokane-Spokane Valley, WA",4,44060,275500.0,0.06990291262135928,65232.96,0.30216529303078743,4.7,2023.0,1706.0,216.0,286.0,1911.0,3903.0,43.709966692287985,5.534204458109147,7.3276966436074815,48.962336664104534,0.01577887740746131,463500.0,1780.0,2405.0,0.0038403451995685004,0.026406171033510617,,WA,Metropolitan Statistical Area,2711.0,2017.0,0.002359293941864158,0.006501199040767386,0.025537831830243923,0.17851688269685087,292,336,257,295,339,302,100,89,169,43,19,81,68,318,211,314
"Harrisburg, PA",25420,0.05578330635512703,0.016809428191376697,593318.0,0.05010548523206751,0.010055991460834067,0.0611662181613367,259700.0,0.3769883351007423,969.0,0.23439490445859873,0.3731228340392761,255664.0,"Harrisburg-Carlisle, PA",4,25420,368600.0,0.044192634560906496,58232.719999999994,0.17526184329282346,3.8,2023.0,1213.0,20.0,70.0,581.0,1864.0,65.07510729613733,1.072961373390558,3.755364806866953,31.169527896995707,0.007290819200200263,268100.0,1703.0,2271.0,0.006352107422603506,0.05666759243012387,0.03700657894736836,PA,Metropolitan Statistical Area,2958.0,2130.0,0.009518608991176434,0.011390065460146323,0.03465428943528882,0.15314643489816016,214,258,209,285,273,154,246,203,317,231,213,293,194,293,108,315
"Lawrence, KS",29940,0.10368227834019357,0.007024097119308147,119094.0,0.010933229207340883,0.0034038250905720786,0.0608315347040781,305600.0,0.4685247477174435,886.0,0.11306532663316583,0.28992146596858637,52818.0,"Lawrence, KS",2,29940,53900.0,0.0,33394.4,-0.15820105126558215,3.9,2023.0,191.0,16.0,20.0,12.0,223.0,85.65022421524664,7.174887892376682,8.968609865470851,5.381165919282512,0.0042220455147866254,344500.0,1964.0,3135.0,0.0057010159651669085,0.03722485749118576,,KS,Metropolitan Statistical Area,3016.0,5688.0,0.0028020516045215212,0.00986910994764398,0.003838508465282062,0.0,309,124,91,91,3,3,227,280,184,67,132,159,143,8,130,316
"Oxnard, CA",37100,0.020763129244647207,0.004306465892571529,842009.0,-0.0068704486963249885,-0.0038402612229445554,0.0607786950877539,820300.0,0.3351236979166667,2112.0,0.27459263729631866,0.2574667804461782,293491.0,"Oxnard-Thousand Oaks-Ventura, CA",4,37100,318600.0,0.022792937399678914,57338.84,0.07884901377582954,5.2,2023.0,400.0,0.0,91.0,672.0,1163.0,34.393809114359414,0.0,7.824591573516767,57.78159931212382,0.003962642806764092,932200.0,3512.0,4252.0,0.0037674318815704784,0.04164008486807447,0.024400330851943597,CA,Metropolitan Statistical Area,4698.0,1772.0,0.0003438230858074367,0.0057271729854931125,0.02975823271936782,0.06782775354976275,81,62,153,244,257,62,58,289,124,31,14,199,9,342,254,317
"Worcester, MA",49340,0.07956205572350682,0.011476830459532537,858898.0,0.04967803199270638,0.0023807912162808775,0.0602749312956251,433900.0,0.5441281138790035,1238.0,0.3679558011049724,0.28531919797188293,351506.0,"Worcester, MA",4,79600,293600.0,0.014863463532664989,57465.2,0.08618944181794941,4.5,2023.0,919.0,116.0,127.0,303.0,1349.0,68.12453669384729,8.59896219421794,9.414381022979985,22.46108228317272,0.0038377723282106138,484700.0,2419.0,3190.0,0.004990715906746441,0.05167390503571112,0.034231200897867575,MA,Metropolitan Statistical Area,4606.0,1998.0,0.007639058131321924,0.010615349158792349,0.027310204361407322,0.040592422659540606,267,257,138,199,263,65,129,293,287,60,77,267,61,328,115,318
"Omaha, NE",36540,0.07393162878357819,0.015483507340508334,966688.0,0.05742569925289054,0.0076951462828336314,0.0602251332568317,278300.0,0.5556176634991615,1009.0,0.3103896103896104,0.3625583902263744,402606.0,"Omaha, NE-IA",4,36540,523400.0,0.03153330705557744,59561.84,0.14181187447665367,2.9,2023.0,2763.0,30.0,64.0,1892.0,4719.0,58.55054036872219,0.6357279084551812,1.3562195380377198,40.09324009324009,0.011721136793788467,272200.0,1833.0,2320.0,0.006734019103600294,0.05135362130355525,-0.01327433628318575,NE,Metropolitan Statistical Area,4489.0,5904.0,0.0037623705467198666,0.016130075458138698,0.04981248102778023,0.15707522594491197,256,283,176,287,297,115,340,128,208,208,246,264,171,5,32,319
